ms,temp_c,red,ir
9238,27.56,98295,121431
9258,27.56,98264,121351
9278,27.56,98283,121408
9298,27.56,98253,121358
9318,27.56,98273,121427
9338,27.56,98276,121399
9358,27.56,98279,121422
9378,27.56,98274,121407
9398,27.56,98273,121428
9418,27.56,98273,121416
9438,27.56,98284,121427
9458,27.56,98285,121421
9478,27.56,98274,121424
9498,27.56,98271,121411
9518,27.56,98291,121433
9538,27.56,98271,121391
9558,27.56,98281,121432
9578,27.56,98269,121412
9598,27.56,98287,121431
9618,27.56,98282,121434
9638,27.56,98289,121438
9658,27.56,98277,121417
9678,27.56,98263,121385
9698,27.56,98271,121399
9718,27.56,98257,121344
9738,27.56,98281,121413
9758,27.56,98260,121360
9778,27.56,98281,121407
9798,27.56,98262,121383
9818,27.56,98282,121435
9838,27.57,98273,121407
9858,27.57,98297,121465
9878,27.57,98272,121414
9898,27.57,98286,121451
9918,27.57,98274,121419
9938,27.57,98267,121438
9958,27.57,98267,121404
9978,27.57,98241,121393
9998,27.57,98269,121403
10018,27.57,98244,121364
10038,27.57,98275,121402
10058,27.57,98264,121370
10078,27.57,98272,121419
10098,27.57,98277,121396
10118,27.57,98272,121431
10138,27.57,98308,121421
10158,27.57,98265,121415
10178,27.57,98301,121426
10198,27.57,98263,121412
10218,27.57,98293,121436
10238,27.57,98261,121415
10258,27.57,98292,121418
10278,27.57,98256,121410
10298,27.57,98287,121426
10318,27.57,98265,121422
10338,27.57,98288,121430
10358,27.57,98266,121411
10378,27.57,98276,121419
10398,27.57,98260,121422
10418,27.57,98280,121432
10438,27.57,98273,121418
10458,27.57,98271,121429
10478,27.57,98253,121364
10498,27.57,98273,121442
10518,27.57,98264,121351
10538,27.57,98281,121436
10558,27.57,98253,121358
10578,27.57,98267,121428
10598,27.57,98276,121399
10618,27.57,98269,121437
10638,27.57,98274,121407
10658,27.57,98268,121424
10678,27.57,98273,121416
10698,27.57,98279,121440
10718,27.57,98285,121421
10738,27.57,98273,121428
10758,27.57,98271,121411
10778,27.57,98264,121378
10798,27.57,98271,121391
10818,27.57,98264,121354
10840,27.56,98269,121412
10859,27.56,98254,121350
10879,27.56,98282,121434
10899,27.56,98261,121387
10919,27.56,98277,121417
10939,27.56,98266,121402
10959,27.56,98271,121399
10979,27.56,98267,121402
10999,27.56,98281,121413
11019,27.56,98267,121412
11039,27.56,98281,121407
11059,27.56,98263,121404
11079,27.56,98282,121435
11099,27.56,98266,121408
11119,27.56,98297,121465
11139,27.56,98264,121396
11159,27.56,98286,121451
11179,27.56,98265,121406
11199,27.56,98267,121438
11219,27.56,98272,121419
11239,27.56,98241,121393
11259,27.56,98270,121414
11279,27.56,98244,121364
11299,27.56,98275,121436
11319,27.56,98264,121370
11339,27.56,98268,121414
11359,27.56,98277,121396
11379,27.56,98269,121413
11399,27.56,98308,121421
11419,27.56,98269,121409
11439,27.56,98301,121426
11459,27.56,98264,121414
11479,27.56,98293,121436
11499,27.56,98271,121423
11519,27.56,98292,121418
11539,27.56,98260,121405
11559,27.56,98287,121426
11579,27.56,98248,121368
11599,27.56,98288,121430
11619,27.56,98251,121340
11639,27.56,98276,121419
11659,27.56,98257,121368
11679,27.56,98280,121432
11699,27.56,98276,121405
11719,27.56,98271,121429
11739,27.56,98271,121410
11759,27.56,98273,121442
11779,27.56,98281,121422
11799,27.56,98281,121436
11819,27.56,98284,121428
11839,27.56,98267,121428
11859,27.56,98289,121428
11879,27.56,98269,121437
11899,27.56,98281,121419
11919,27.56,98268,121424
11939,27.56,98275,121421
11959,27.56,98279,121440
11979,27.56,98281,121439
11999,27.56,98273,121428
12019,27.56,98281,121435
12039,27.56,98264,121378
12059,27.56,98288,121430
12079,27.56,98264,121354
12099,27.56,98279,121443
12119,27.56,98254,121350
12139,27.56,98278,121430
12159,27.56,98261,121387
12179,27.56,98284,121444
12199,27.56,98266,121402
12219,27.56,98274,121438
12239,27.56,98267,121402
12259,27.56,98287,121442
12279,27.56,98267,121412
12299,27.56,98293,121451
12319,27.56,98263,121404
12339,27.56,98286,121447
12359,27.56,98266,121408
12379,27.56,98266,121391
12399,27.56,98264,121396
12419,27.56,98264,121396
12439,27.56,98265,121406
12459,27.56,98265,121406
12479,27.56,98272,121419
12499,27.56,98272,121419
12519,27.56,98272,121419
12539,27.56,98270,121414
12559,27.56,98281,121408
12579,27.56,98275,121436
12599,27.56,98301,121440
12619,27.56,98268,121414
12639,27.56,98293,121444
12659,27.56,98269,121413
12679,27.56,98291,121459
12699,27.56,98269,121409
12719,27.56,98268,121425
12739,27.56,98264,121414
12759,27.56,98264,121436
12779,27.56,98271,121423
12799,27.56,98284,121434
12819,27.56,98260,121405
12841,27.57,98298,121464
12860,27.57,98248,121368
12880,27.57,98320,121468
12900,27.57,98251,121340
12920,27.57,98315,121475
12940,27.57,98257,121368
12960,27.57,98293,121479
12980,27.57,98276,121405
13000,27.57,98288,121465
13020,27.57,98271,121410
13040,27.57,98300,121468
13060,27.57,98281,121422
13080,27.57,98310,121481
13100,27.57,98284,121428
13120,27.57,98311,121462
13140,27.57,98289,121428
13160,27.57,98336,121420
13180,27.57,98281,121419
13200,27.57,98328,121401
13220,27.57,98275,121421
13240,27.57,98306,121418
13260,27.57,98281,121439
13280,27.57,98322,121441
13300,27.57,98281,121435
13320,27.57,98310,121447
13340,27.57,98288,121430
13360,27.57,98322,121467
13380,27.57,98279,121443
13400,27.57,98319,121469
13420,27.57,98278,121430
13440,27.57,98316,121468
13460,27.57,98284,121444
13480,27.57,98329,121477
13500,27.57,98274,121438
13520,27.57,98320,121472
13540,27.57,98287,121442
13560,27.57,98337,121493
13580,27.57,98293,121451
13600,27.57,98335,121480
13620,27.57,98286,121447
13640,27.57,98327,121486
13660,27.57,98270,121391
13680,27.57,98336,121486
13700,27.57,98263,121351
13720,27.57,98329,121483
13740,27.57,98281,121365
13760,27.57,98330,121499
13780,27.57,98272,121419
13800,27.57,98317,121484
13820,27.57,98281,121408
13840,27.56,98320,121477
13860,27.56,98301,121440
13880,27.56,98325,121482
13900,27.56,98293,121444
13920,27.56,98313,121476
13940,27.56,98291,121459
13960,27.56,98310,121432
13980,27.56,98268,121425
14000,27.56,98293,121394
14020,27.56,98264,121436
14040,27.56,98303,121408
14060,27.56,98284,121434
14080,27.56,98302,121430
14100,27.56,98298,121464
14120,27.56,98318,121451
14140,27.56,98320,121468
14160,27.56,98323,121467
14180,27.56,98315,121475
14200,27.56,98311,121462
14220,27.56,98293,121479
14240,27.56,98322,121462
14260,27.56,98288,121465
14280,27.56,98324,121450
14300,27.56,98300,121468
14320,27.56,98322,121454
14340,27.56,98310,121481
14360,27.56,98325,121457
14380,27.56,98311,121462
14400,27.56,98312,121470
14420,27.56,98336,121420
14440,27.56,98320,121483
14460,27.56,98328,121401
14480,27.56,98321,121466
14500,27.56,98306,121418
14520,27.56,98319,121472
14540,27.56,98322,121441
14560,27.56,98329,121476
14580,27.56,98310,121447
14600,27.56,98328,121467
14620,27.56,98322,121467
14640,27.56,98312,121475
14660,27.56,98319,121469
14680,27.56,98318,121470
14700,27.56,98316,121468
14720,27.56,98305,121470
14740,27.56,98329,121477
14760,27.56,98300,121440
14780,27.56,98320,121472
14800,27.56,98293,121391
14820,27.56,98337,121493
14842,27.55,98309,121407
14861,27.55,98335,121480
14881,27.55,98298,121426
14901,27.55,98327,121486
14921,27.55,98312,121434
14941,27.55,98336,121486
14961,27.55,98314,121444
14981,27.55,98329,121483
15001,27.55,98311,121450
15021,27.55,98330,121499
15041,27.55,98308,121451
15061,27.55,98317,121484
15081,27.55,98302,121444
15101,27.55,98320,121477
15121,27.55,98313,121443
15141,27.55,98325,121482
15161,27.55,98315,121437
15181,27.55,98313,121476
15201,27.55,98309,121462
15221,27.55,98310,121432
15241,27.55,98322,121470
15261,27.55,98293,121394
15281,27.55,98330,121476
15301,27.55,98303,121408
15321,27.55,98328,121495
15341,27.55,98302,121430
15361,27.55,98323,121479
15381,27.55,98318,121451
15401,27.55,98326,121476
15421,27.55,98323,121467
15441,27.55,98329,121469
15461,27.55,98311,121462
15481,27.55,98315,121438
15501,27.55,98322,121462
15521,27.55,98315,121412
15541,27.55,98324,121450
15561,27.55,98299,121388
15581,27.55,98322,121454
15601,27.55,98303,121412
15621,27.55,98325,121457
15641,27.55,98319,121455
15661,27.55,98312,121470
15681,27.55,98318,121446
15701,27.55,98320,121483
15721,27.55,98304,121450
15741,27.55,98321,121466
15761,27.55,98270,121456
15781,27.55,98319,121472
15801,27.55,98297,121456
15821,27.55,98329,121476
15841,27.55,98308,121432
15861,27.55,98328,121467
15881,27.55,98340,121451
15901,27.55,98312,121475
15921,27.55,98342,121455
15941,27.55,98318,121470
15961,27.55,98326,121453
15981,27.55,98305,121470
16001,27.55,98320,121474
16021,27.55,98300,121440
16041,27.55,98306,121460
16061,27.55,98293,121391
16081,27.55,98317,121461
16101,27.55,98309,121407
16121,27.55,98314,121458
16141,27.55,98298,121426
16161,27.55,98315,121468
16181,27.55,98312,121434
16201,27.55,98325,121483
16221,27.55,98314,121444
16241,27.55,98324,121474
16261,27.55,98311,121450
16281,27.55,98310,121467
16301,27.55,98308,121451
16321,27.55,98303,121414
16341,27.55,98302,121444
16361,27.55,98309,121409
16381,27.55,98313,121443
16401,27.55,98319,121424
16421,27.55,98315,121437
16441,27.55,98312,121449
16461,27.55,98309,121462
16481,27.55,98318,121443
16501,27.55,98322,121470
16521,27.55,98324,121464
16541,27.55,98330,121476
16561,27.55,98334,121459
16581,27.55,98328,121495
16601,27.55,98326,121455
16621,27.55,98323,121479
16641,27.55,98321,121446
16661,27.55,98326,121476
16681,27.55,98329,121460
16701,27.55,98329,121469
16721,27.55,98319,121462
16741,27.55,98315,121438
16761,27.55,98328,121461
16781,27.55,98315,121412
16801,27.55,98338,121486
16821,27.55,98299,121388
16843,27.55,98331,121473
16862,27.55,98303,121412
16882,27.55,98334,121489
16902,27.55,98319,121455
16922,27.55,98324,121471
16942,27.55,98318,121446
16962,27.55,98324,121482
16982,27.55,98304,121450
17002,27.55,98329,121475
17022,27.55,98270,121456
17042,27.55,98327,121471
17062,27.55,98297,121456
17082,27.55,98325,121432
17102,27.55,98308,121432
17122,27.55,98303,121405
17142,27.55,98340,121451
17162,27.55,98322,121426
17182,27.55,98342,121455
17202,27.55,98328,121449
17222,27.55,98326,121453
17242,27.55,98334,121452
17262,27.55,98320,121474
17282,27.55,98332,121467
17302,27.55,98306,121460
17322,27.55,98331,121469
17342,27.55,98317,121461
17362,27.55,98321,121456
17382,27.55,98314,121458
17402,27.55,98329,121455
17422,27.55,98315,121468
17442,27.55,98332,121467
17462,27.55,98325,121483
17482,27.55,98335,121471
17502,27.55,98324,121474
17522,27.55,98332,121477
17542,27.55,98310,121467
17562,27.55,98337,121498
17582,27.55,98303,121414
17602,27.55,98338,121481
17622,27.55,98309,121409
17642,27.55,98344,121491
17662,27.55,98319,121424
17682,27.55,98341,121491
17702,27.55,98312,121449
17722,27.55,98340,121495
17742,27.55,98318,121443
17762,27.55,98357,121502
17782,27.55,98324,121464
17802,27.55,98323,121480
17822,27.55,98334,121459
17842,27.55,98327,121449
17862,27.55,98326,121455
17882,27.55,98331,121431
17902,27.55,98321,121446
17922,27.55,98334,121441
17942,27.55,98329,121460
17962,27.55,98348,121468
17982,27.55,98319,121462
18002,27.55,98332,121473
18022,27.55,98328,121461
18042,27.55,98334,121483
18062,27.55,98338,121486
18082,27.55,98340,121480
18102,27.55,98331,121473
18122,27.55,98341,121479
18142,27.55,98334,121489
18162,27.55,98334,121464
18182,27.55,98324,121471
18202,27.55,98324,121471
18222,27.55,98324,121482
18242,27.55,98324,121482
18262,27.55,98329,121475
18282,27.55,98329,121475
18302,27.55,98305,121415
18322,27.55,98327,121471
18342,27.55,98322,121467
18362,27.55,98325,121432
18382,27.55,98321,121493
18402,27.55,98303,121405
18422,27.55,98316,121494
18442,27.55,98322,121426
18462,27.55,98317,121493
18482,27.55,98328,121449
18502,27.55,98300,121469
18522,27.55,98334,121452
18542,27.55,98289,121493
18562,27.55,98332,121467
18582,27.55,98309,121477
18602,27.55,98331,121469
